ID_KEL;Nama_provinsi;nama_kota;nama_kecamatan;nama_kelurahan;POSITIF;Dirawat;Sembuh;Meninggal;Self Isolation;Keterangan
3171041004;DKI JAKARTA;JAKARTA PUSAT;SENEN;KRAMAT;2021;2;1966;45;8;
3175041001;DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;3421;2;3341;68;10;
3174071003;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;1080;1;1060;10;9;
3173031002;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KRUKUT;1416;13;1348;16;39;
3174031005;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;1003;1;987;9;6;
3174021008;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;1846;3;1830;9;4;
3171041005;DKI JAKARTA;JAKARTA PUSAT;SENEN;KWITANG;1242;1;1204;24;13;
3172031003;DKI JAKARTA;JAKARTA UTARA;KOJA;LAGOA;3695;11;3590;83;11;
3174061002;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;LEBAK BULUS;4007;14;3917;54;22;
3174091004;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;4199;4;4120;65;10;
LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;90958;47;90190;613;108;
3175101007;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;5739;5;5647;69;18;
3175081001;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;MAKASAR;3560;5;3487;62;6;
3175071006;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;3100;6;3022;59;13;
3175071005;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;2883;2;2809;68;4;
3174031001;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;2172;7;2116;33;16;
3173031005;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MANGGA BESAR;846;2;820;14;10;
3171021005;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;1986;7;1915;36;28;
3174011007;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI;1819;4;1782;26;7;
3174011006;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;1991;3;1940;40;8;
3173031003;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MAPHAR;1309;8;1259;28;14;
3172041003;DKI JAKARTA;JAKARTA UTARA;CILINCING;MARUNDA;1215;0;1195;20;0;
3174071001;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;MELAWAI;475;2;459;5;9;
3171061001;DKI JAKARTA;JAKARTA PUSAT;MENTENG;MENTENG;2104;4;2057;33;10;
3174021005;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;2607;2;2547;50;8;
3174011003;DKI JAKARTA;JAKARTA SELATAN;TEBET;MENTENG DALAM;3124;3;3051;51;19;
3173081003;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA SELATAN;3171;0;3117;46;8;
3173081002;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA UTARA;3824;2;3735;59;28;
3175101004;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;MUNJUL;2787;0;2745;36;6;
3172051002;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN BARAT;5070;16;4946;77;31;
3172051001;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN TIMUR;5978;2;5877;59;40;
3175011004;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PAL MERIAM;1684;5;1646;30;3;
3173071001;DKI JAKARTA;JAKARTA BARAT;PALMERAH;PALMERAH;5518;6;5361;120;31;
3174081001;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PANCORAN;2065;4;2017;32;12;
3172021003;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;2286;3;2233;37;13;
3171021001;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;1665;3;1624;25;13;
3174021006;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;2058;3;1990;49;16;
3174041001;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;2965;6;2887;51;21;
3171041003;DKI JAKARTA;JAKARTA PUSAT;SENEN;PASEBAN;2583;4;2531;37;11;
3173061005;DKI JAKARTA;JAKARTA BARAT;KALI DERES;PEGADUNGAN;4508;12;4415;59;22;
3171061002;DKI JAKARTA;JAKARTA PUSAT;MENTENG;PEGANGSAAN;1989;4;1930;49;6;
3172061002;DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;PEGANGSAAN DUA;4473;5;4380;69;19;
3172011004;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PEJAGALAN;6093;8;5964;79;42;
3174041006;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;3489;5;3403;54;27;
3174041005;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;3816;5;3698;93;20;
3175051005;DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;PEKAYON;3321;1;3269;47;4;
3173041009;DKI JAKARTA;JAKARTA BARAT;TAMBORA;PEKOJAN;1827;1;1783;33;10;
3174031003;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;4014;3;3907;66;38;
3174081005;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PENGADEGAN;2216;1;2159;38;18;
3175061003;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;5600;2;5477;107;14;
3172011001;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PENJARINGAN;4774;11;4665;68;30;
3174101001;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;2457;6;2402;34;15;
3171071004;DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;PETAMBURAN;2417;2;2356;53;6;
3174071008;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;1105;4;1071;15;15;
3171011004;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;1707;1;1668;25;13;
3171011003;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;1463;4;1417;24;18;
3174101004;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;2861;1;2813;34;13;
3174101003;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;4021;6;3945;47;23;
3175081002;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;PINANG RANTI;2364;6;2314;40;4;
3173031008;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;PINANGSIA;819;7;795;10;7;
3175011001;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;2554;4;2493;46;11;
3175021002;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;3380;4;3320;48;8;
3172011005;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PLUIT;4203;6;4105;46;46;
3175071002;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;5580;6;5444;108;22;
3175071004;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;5439;8;5314;98;19;
3175071007;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;2544;0;2480;63;1;
3174061003;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;PONDOK LABU;3880;9;3793;60;18;
3174051002;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;4844;18;4720;74;32;
3175101003;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;2784;0;2758;18;8;
PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;58756;602;54994;662;2498;
3101011003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU HARAPAN;89;0;86;3;0;
3101011002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU KELAPA;170;0;169;1;0;
3101011001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU PANGGANG;381;0;379;2;0;
3101021003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU PARI;248;0;246;2;0;
3101021002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU TIDUNG;318;0;312;6;0;
3101021001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU UNTUNG JAWA;138;0;136;2;0;
3174071007;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PULO;728;0;713;10;5;
3175021001;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;2625;0;2570;46;9;
3175061005;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;5137;2;5018;103;14;
3174041004;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;RAGUNAN;3793;2;3702;73;16;
3175091005;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;2968;1;2902;53;12;
3172031006;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;2500;1;2452;43;4;
3172031004;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK UTARA;2267;1;2207;43;16;
3174071005;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;604;0;588;8;8;
3173011003;DKI JAKARTA;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;3570;6;3488;62;14;
3175031004;DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;1338;1;1316;16;5;
3174081003;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;RAWA JATI;2510;4;2454;30;22;
3175061002;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;RAWA TERATE;1021;3;995;20;3;
3175021005;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;3660;4;3570;75;11;
3171051003;DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;RAWASARI;3328;6;3269;38;15;
3173041010;DKI JAKARTA;JAKARTA BARAT;TAMBORA;ROA MALAKA;285;1;275;8;1;
3172041006;DKI JAKARTA;JAKARTA UTARA;CILINCING;ROROTAN;2388;1;2347;39;1;
3174071004;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;405;0;393;6;6;
3173061002;DKI JAKARTA;JAKARTA BARAT;KALI DERES;SEMANAN;2668;3;2601;54;10;
3172041007;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER BARAT;4387;5;4292;82;8;
3172041005;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER TIMUR;2311;2;2260;46;3;
3174071006;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;951;1;946;2;2;
3171041001;DKI JAKARTA;JAKARTA PUSAT;SENEN;SENEN;996;3;975;16;2;
3171031004;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SERDANG;2849;3;2770;59;17;
3174021001;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;648;0;639;7;2;
3175101005;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;1978;2;1955;14;7;
3173071002;DKI JAKARTA;JAKARTA BARAT;PALMERAH;SLIPI;2166;4;2119;30;13;
3173081004;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;SRENGSENG;3869;7;3772;66;24;
3174091002;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;5215;5;5118;81;11;
3173051003;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;2164;1;2120;33;10;
3173051002;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI UTARA;2894;6;2815;45;28;
3172041002;DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;2870;4;2806;50;10;
3171031007;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;2365;4;2312;44;5;
3172021004;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;2177;1;2148;26;2;
3172021006;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;5904;10;5751;111;32;
3172021002;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;6123;6;5990;101;26;
3175091004;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;3307;0;3230;69;8;
3173031001;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TAMAN SARI;1424;8;1384;22;10;
3173041001;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TAMBORA;812;4;773;22;13;
3173041004;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TANAH SEREAL;2031;10;1945;23;53;
3171081004;DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;2126;4;2064;42;16;
3173031004;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TANGKI;1166;4;1138;19;5;
3174091005;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;3234;7;3154;56;17;
3173021005;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;2849;11;2765;47;26;
3173021002;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;2050;14;1996;33;7;
3172021001;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;2483;5;2423;48;7;
3174011002;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET BARAT;2971;1;2915;38;17;
3174011001;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET TIMUR;2087;5;2023;35;24;
3173061003;DKI JAKARTA;JAKARTA BARAT;KALI DERES;TEGAL ALUR;4566;1;4473;80;12;
3174031004;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;2478;4;2419;43;12;
3173021003;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TOMANG;2505;11;2450;36;8;
3172031005;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;2376;4;2332;38;2;
3172031002;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;4421;6;4315;94;6;
3175061006;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;1806;1;1773;28;4;
3174101005;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;3228;2;3157;55;14;
3175011006;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;3674;7;3580;72;15;
3175011002;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;2328;3;2255;60;10;
3171031008;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;1985;4;1933;36;12;
3172021007;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;3004;5;2945;44;10;
3173021007;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KUSUMA;2889;4;2824;48;13;
